OBJECTID,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,totalarea,sum_treecanopy,sum_naturalcover
65,42,101,006200,42101006200,62,Census Tract 62,G5020,S,0.196769997,0.02518458,0
66,42,101,032300,42101032300,323,Census Tract 323,G5020,S,0.231676996,0.036844296,0.005478764
67,42,101,000600,42101000600,6,Census Tract 6,G5020,S,0.066661,0.000123016,0
68,42,101,001500,42101001500,15,Census Tract 15,G5020,S,0.092425399,0.006431573,0
69,42,101,009200,42101009200,92,Census Tract 92,G5020,S,0.197687998,0.072315524,0
70,42,101,009300,42101009300,93,Census Tract 93,G5020,S,0.155056998,0.03684779,0
71,42,101,009400,42101009400,94,Census Tract 94,G5020,S,0.141589001,0.022262073,0
72,42,101,009500,42101009500,95,Census Tract 95,G5020,S,0.123204,0.013657674,0
73,42,101,009600,42101009600,96,Census Tract 96,G5020,S,0.156477004,0.029442134,6.40326E-05
74,42,101,010000,42101010000,100,Census Tract 100,G5020,S,0.192158997,0.038369626,0.001887034
75,42,101,010100,42101010100,101,Census Tract 101,G5020,S,0.232210994,0.040600295,0
76,42,101,010200,42101010200,102,Census Tract 102,G5020,S,0.139235005,0.035789338,0
77,42,101,010300,42101010300,103,Census Tract 103,G5020,S,0.108599,0.031649425,0
78,42,101,010400,42101010400,104,Census Tract 104,G5020,S,0.182634994,0.081759242,0
79,42,101,010500,42101010500,105,Census Tract 105,G5020,S,0.25395599,0.088505821,0
80,42,101,004201,42101004201,42.01,Census Tract 42.01,G5020,S,0.130500004,0.000347491,0
81,42,101,028800,42101028800,288,Census Tract 288,G5020,S,0.190282002,0.036613493,0
82,42,101,011700,42101011700,117,Census Tract 117,G5020,S,0.252519995,0.193305141,0.004169881
83,42,101,016902,42101016902,169.02,Census Tract 169.02,G5020,S,0.217645004,0.061557796,0
84,42,101,001400,42101001400,14,Census Tract 14,G5020,S,0.121944003,0.002779922,0
85,42,101,013200,42101013200,132,Census Tract 132,G5020,S,0.164737999,0.048349376,0
86,42,101,027000,42101027000,270,Census Tract 270,G5020,S,0.247959003,0.221677334,0.00173745
87,42,101,028100,42101028100,281,Census Tract 281,G5020,S,0.194417998,0.076106631,0.008358463
88,42,101,035302,42101035302,353.02,Census Tract 353.02,G5020,S,0.585301995,0.285127003,0.106016107
89,42,101,002000,42101002000,20,Census Tract 20,G5020,S,0.112001002,0.010056946,0
90,42,101,014300,42101014300,143,Census Tract 143,G5020,S,0.329641014,0.017389928,0.105229882
91,42,101,001101,42101001101,11.01,Census Tract 11.01,G5020,S,0.067187898,0.005965558,0
92,42,101,027402,42101027402,274.02,Census Tract 274.02,G5020,S,0.197437003,0.048293168,0
93,42,101,036502,42101036502,365.02,Census Tract 365.02,G5020,S,0.669170022,0.508294053,0.052072045
94,42,101,030502,42101030502,305.02,Census Tract 305.02,G5020,S,0.270025015,0.093678457,0.001870214
95,42,101,031502,42101031502,315.02,Census Tract 315.02,G5020,S,0.239810005,0.03393225,0.000804308
96,42,101,014600,42101014600,146,Census Tract 146,G5020,S,0.171832994,0.017791148,0.000694977
97,42,101,023800,42101023800,238,Census Tract 238,G5020,S,0.301788002,0.232361259,0.002823846
98,42,101,010900,42101010900,109,Census Tract 109,G5020,S,0.110518001,0.022349838,0
99,42,101,024800,42101024800,248,Census Tract 248,G5020,S,0.123268001,0.053263263,2.03734E-05
100,42,101,033500,42101033500,335,Census Tract 335,G5020,S,0.364096999,0.052214888,0
101,42,101,007700,42101007700,77,Census Tract 77,G5020,S,0.124426998,0.068331988,0.002432431
102,42,101,014000,42101014000,140,Census Tract 140,G5020,S,0.169808,0.035343539,0
103,42,101,003001,42101003001,30.01,Census Tract 30.01,G5020,S,0.087468401,0,0
104,42,101,002802,42101002802,28.02,Census Tract 28.02,G5020,S,0.140035003,0.000769941,0
105,42,101,002701,42101002701,27.01,Census Tract 27.01,G5020,S,0.086811103,0.000694981,0
106,42,101,980600,42101980600,9806,Census Tract 9806,G5020,S,0.496822,0.061161863,0.000347491
107,42,101,036501,42101036501,365.01,Census Tract 365.01,G5020,S,0.70400703,0.555211951,0.025344488
108,42,101,000801,42101000801,8.01,Census Tract 8.01,G5020,S,0.043518402,0.005961978,0.000105189
109,42,101,026301,42101026301,263.01,Census Tract 263.01,G5020,S,0.156886995,0.017530326,0
110,42,101,029200,42101029200,292,Census Tract 292,G5020,S,0.685082018,0.467868311,0.109157522
111,42,101,024400,42101024400,244,Census Tract 244,G5020,S,0.162621006,0.071768736,0.005509682
112,42,101,033200,42101033200,332,Census Tract 332,G5020,S,0.325372994,0.104474482,0.014940316
113,42,101,980200,42101980200,9802,Census Tract 9802,G5020,S,1.995169997,1.934825818,1.704165991
114,42,101,000200,42101000200,2,Census Tract 2,G5020,S,0.149122998,0.002501734,0
115,42,101,000300,42101000300,3,Census Tract 3,G5020,S,0.219668001,0.025367145,0.006933601
116,42,101,026900,42101026900,269,Census Tract 269,G5020,S,0.237331003,0.214117855,0
117,42,101,027100,42101027100,271,Census Tract 271,G5020,S,0.158929005,0.066497036,0
118,42,101,027200,42101027200,272,Census Tract 272,G5020,S,0.262338996,0.104261838,0.045543272
119,42,101,027300,42101027300,273,Census Tract 273,G5020,S,0.364863008,0.117466467,0.016263085
120,42,101,036201,42101036201,362.01,Census Tract 362.01,G5020,S,0.404294997,0.173477765,0.076351204
121,42,101,036202,42101036202,362.02,Census Tract 362.02,G5020,S,0.426710993,0.217654357,0.003297398
122,42,101,027700,42101027700,277,Census Tract 277,G5020,S,0.209701002,0.068327365,0
123,42,101,027800,42101027800,278,Census Tract 278,G5020,S,0.279917002,0.085086951,0.002084943
124,42,101,028000,42101028000,280,Census Tract 280,G5020,S,0.277352989,0.091592213,0.004563301
125,42,101,027600,42101027600,276,Census Tract 276,G5020,S,0.254395992,0.083576577,0
126,42,101,028200,42101028200,282,Census Tract 282,G5020,S,0.330419004,0.107559875,0.00312741
127,42,101,028400,42101028400,284,Census Tract 284,G5020,S,0.190151006,0.055280824,0
128,42,101,028500,42101028500,285,Census Tract 285,G5020,S,0.099727698,0.022365033,0
129,42,101,028600,42101028600,286,Census Tract 286,G5020,S,0.257360011,0.06065291,4.48035E-05
130,42,101,028700,42101028700,287,Census Tract 287,G5020,S,0.148464993,0.035472254,0.000302687
131,42,101,029000,42101029000,290,Census Tract 290,G5020,S,0.302287996,0.12035834,0.029799825
132,42,101,029300,42101029300,293,Census Tract 293,G5020,S,0.268467009,0.076972537,0.001737451
133,42,101,029400,42101029400,294,Census Tract 294,G5020,S,0.251011014,0.056679191,0
134,42,101,036203,42101036203,362.03,Census Tract 362.03,G5020,S,0.592086971,0.356737469,0.074488541
135,42,101,009801,42101009801,98.01,Census Tract 98.01,G5020,S,0.115050003,0.012480459,0.000590981
136,42,101,012201,42101012201,122.01,Census Tract 122.01,G5020,S,0.146357,0.096516956,0.014739522
137,42,101,007101,42101007101,71.01,Census Tract 71.01,G5020,S,0.097782202,0.017996589,0
138,42,101,002801,42101002801,28.01,Census Tract 28.01,G5020,S,0.086080998,0.000217651,0
139,42,101,029800,42101029800,298,Census Tract 298,G5020,S,0.250638992,0.050635711,0.001737452
140,42,101,029900,42101029900,299,Census Tract 299,G5020,S,0.228358001,0.053229555,0
141,42,101,030100,42101030100,301,Census Tract 301,G5020,S,0.27996701,0.142791893,0.00138996
142,42,101,030200,42101030200,302,Census Tract 302,G5020,S,0.348152995,0.096924133,0
143,42,101,030600,42101030600,306,Census Tract 306,G5020,S,0.389097989,0.193084088,0
144,42,101,036301,42101036301,363.01,Census Tract 363.01,G5020,S,0.932393014,0.367946323,0.130514663
145,42,101,036302,42101036302,363.02,Census Tract 363.02,G5020,S,0.201147005,0.094416412,0
146,42,101,036303,42101036303,363.03,Census Tract 363.03,G5020,S,0.988708973,0.525772849,0.312329119
147,42,101,036400,42101036400,364,Census Tract 364,G5020,S,1.745390058,0.971844598,0.651702358
148,42,101,030700,42101030700,307,Census Tract 307,G5020,S,0.252992004,0.136591876,0.006592566
149,42,101,030800,42101030800,308,Census Tract 308,G5020,S,0.307222009,0.142038579,0
150,42,101,030900,42101030900,309,Census Tract 309,G5020,S,0.248988003,0.071241477,4.50822E-06
151,42,101,031000,42101031000,310,Census Tract 310,G5020,S,0.410582989,0.146345704,0
152,42,101,031300,42101031300,313,Census Tract 313,G5020,S,0.265670002,0.028153325,0
153,42,101,031600,42101031600,316,Census Tract 316,G5020,S,0.282288998,0.019857875,0
154,42,101,031700,42101031700,317,Census Tract 317,G5020,S,0.343450993,0.062571359,0
155,42,101,031800,42101031800,318,Census Tract 318,G5020,S,0.196659997,0.052995095,0
156,42,101,032000,42101032000,320,Census Tract 320,G5020,S,0.262829989,0.023156526,0
157,42,101,032100,42101032100,321,Census Tract 321,G5020,S,0.213484004,0.051546118,0
158,42,101,032500,42101032500,325,Census Tract 325,G5020,S,0.324059993,0.096824443,0.007630967
159,42,101,032600,42101032600,326,Census Tract 326,G5020,S,0.312480003,0.052116862,0.001978975
160,42,101,989100,42101989100,9891,Census Tract 9891,G5020,S,1.667179942,0.396254348,0.755145544
161,42,101,032900,42101032900,329,Census Tract 329,G5020,S,0.360222012,0.163519107,0.028007499
162,42,101,033000,42101033000,330,Census Tract 330,G5020,S,0.283181012,0.022267925,0.004517372
163,42,101,033300,42101033300,333,Census Tract 333,G5020,S,0.414433986,0.2039516,0.004624432
164,42,101,033400,42101033400,334,Census Tract 334,G5020,S,0.438703001,0.072952922,0.000333956
165,42,101,033800,42101033800,338,Census Tract 338,G5020,S,0.540623009,0.262800172,0.009536942
166,42,101,033900,42101033900,339,Census Tract 339,G5020,S,0.440423995,0.303511032,0.032161904
167,42,101,034000,42101034000,340,Census Tract 340,G5020,S,0.295222014,0.207773041,0.008851237
168,42,101,034100,42101034100,341,Census Tract 341,G5020,S,0.516753972,0.318331489,7.50453E-05
169,42,101,034200,42101034200,342,Census Tract 342,G5020,S,0.477916986,0.337441993,0.116193131
170,42,101,034400,42101034400,344,Census Tract 344,G5020,S,1.325459957,1.127276863,0.154409767
171,42,101,034600,42101034600,346,Census Tract 346,G5020,S,0.717921019,0.258623718,0.101953173
172,42,101,034701,42101034701,347.01,Census Tract 347.01,G5020,S,0.443376988,0.158577945,0.043668836
173,42,101,008602,42101008602,86.02,Census Tract 86.02,G5020,S,0.142526001,0.01335915,0
174,42,101,009802,42101009802,98.02,Census Tract 98.02,G5020,S,0.236760005,0.053820234,0.002948732
175,42,101,037500,42101037500,375,Census Tract 375,G5020,S,0.399527013,0.336076918,0.020962957
176,42,101,018001,42101018001,180.01,Census Tract 180.01,G5020,S,0.149569005,0.02900407,0
177,42,101,011000,42101011000,110,Census Tract 110,G5020,S,0.196319997,0.076440118,0
178,42,101,011100,42101011100,111,Census Tract 111,G5020,S,0.502553999,0.138255818,0.00416988
179,42,101,011300,42101011300,113,Census Tract 113,G5020,S,0.129547,0.029738445,0
180,42,101,011400,42101011400,114,Census Tract 114,G5020,S,0.375654995,0.176524955,0.000694981
181,42,101,011500,42101011500,115,Census Tract 115,G5020,S,0.143032998,0.040133214,4.67906E-06
182,42,101,011800,42101011800,118,Census Tract 118,G5020,S,0.353091002,0.106029467,0
183,42,101,011900,42101011900,119,Census Tract 119,G5020,S,0.266759008,0.111817344,0.005112549
184,42,101,012000,42101012000,120,Census Tract 120,G5020,S,0.231919006,0.195928865,0.001035133
185,42,101,012100,42101012100,121,Census Tract 121,G5020,S,0.340608001,0.232551042,0.018424342
186,42,101,013100,42101013100,131,Census Tract 131,G5020,S,0.124384001,0.039238499,0.000347491
187,42,101,013500,42101013500,135,Census Tract 135,G5020,S,0.156329006,0.018074574,0
188,42,101,003002,42101003002,30.02,Census Tract 30.02,G5020,S,0.087625898,0.002779928,0
189,42,101,031401,42101031401,314.01,Census Tract 314.01,G5020,S,0.229671001,0.010964048,0
190,42,101,013401,42101013401,134.01,Census Tract 134.01,G5020,S,0.063342802,0.009398346,0
191,42,101,018002,42101018002,180.02,Census Tract 180.02,G5020,S,0.169804007,0.00195167,0
192,42,101,013800,42101013800,138,Census Tract 138,G5020,S,0.131758004,0.038750908,0
193,42,101,013900,42101013900,139,Census Tract 139,G5020,S,0.217350006,0.085479076,0
194,42,101,014100,42101014100,141,Census Tract 141,G5020,S,0.217041999,0.048948682,0
195,42,101,035602,42101035602,356.02,Census Tract 356.02,G5020,S,0.539278984,0.391969357,0.0192536
196,42,101,015101,42101015101,151.01,Census Tract 151.01,G5020,S,0.0745456,0.018970882,0
197,42,101,015102,42101015102,151.02,Census Tract 151.02,G5020,S,0.214890003,0.089954574,0
198,42,101,009100,42101009100,91,Census Tract 91,G5020,S,0.164315,0.030242475,0
199,42,101,033600,42101033600,336,Census Tract 336,G5020,S,0.445354998,0.208484857,0
200,42,101,004202,42101004202,42.02,Census Tract 42.02,G5020,S,0.175036997,0.004834481,0
201,42,101,016800,42101016800,168,Census Tract 168,G5020,S,0.224374995,0.07814226,0.001387516
202,42,101,007000,42101007000,70,Census Tract 70,G5020,S,0.181308001,0.027964384,0
203,42,101,029100,42101029100,291,Census Tract 291,G5020,S,0.515092015,0.187402932,0.053126824
204,42,101,980100,42101980100,9801,Census Tract 9801,G5020,S,2.155109882,2.049218716,1.699595671
205,42,101,021300,42101021300,213,Census Tract 213,G5020,S,0.208058,0.077914971,0.001450653
206,42,101,030000,42101030000,300,Census Tract 300,G5020,S,0.351680994,0.089271911,0
207,42,101,013300,42101013300,133,Census Tract 133,G5020,S,0.138198003,0.005063571,0
208,42,101,026100,42101026100,261,Census Tract 261,G5020,S,0.250721008,0.08115945,0
209,42,101,026200,42101026200,262,Census Tract 262,G5020,S,0.214656994,0.069102845,0
210,42,101,026302,42101026302,263.02,Census Tract 263.02,G5020,S,0.271856993,0.063311968,0
211,42,101,026400,42101026400,264,Census Tract 264,G5020,S,0.307651013,0.074162033,0
212,42,101,026500,42101026500,265,Census Tract 265,G5020,S,0.210795,0.042513144,0
213,42,101,026600,42101026600,266,Census Tract 266,G5020,S,0.352418989,0.083080475,0
214,42,101,026700,42101026700,267,Census Tract 267,G5020,S,0.248753995,0.031697027,0
215,42,101,031402,42101031402,314.02,Census Tract 314.02,G5020,S,0.201208994,0.014028369,0.000238165
216,42,101,016701,42101016701,167.01,Census Tract 167.01,G5020,S,0.098153502,0.036048164,0
217,42,101,027901,42101027901,279.01,Census Tract 279.01,G5020,S,0.160532996,0.064035265,0
218,42,101,027902,42101027902,279.02,Census Tract 279.02,G5020,S,0.343546003,0.193636067,0.072234517
219,42,101,008702,42101008702,87.02,Census Tract 87.02,G5020,S,0.109476,0.038539137,0
220,42,101,008101,42101008101,81.01,Census Tract 81.01,G5020,S,0.094162002,0.008769014,0.000694738
221,42,101,007102,42101007102,71.02,Census Tract 71.02,G5020,S,0.160526007,0.018880975,0
222,42,101,008701,42101008701,87.01,Census Tract 87.01,G5020,S,0.100208998,0.032968174,0
223,42,101,008102,42101008102,81.02,Census Tract 81.02,G5020,S,0.139972001,0.010184232,0
224,42,101,001002,42101001002,10.02,Census Tract 10.02,G5020,S,0.182107002,0.067416687,0.005907337
225,42,101,037800,42101037800,378,Census Tract 378,G5020,S,2.189960003,0.383199894,0.863138748
226,42,101,037600,42101037600,376,Census Tract 376,G5020,S,0.268013,0.016512867,0.000347491
227,42,101,014500,42101014500,145,Census Tract 145,G5020,S,0.124117002,0.050104057,5.07672E-09
228,42,101,031200,42101031200,312,Census Tract 312,G5020,S,0.148105994,0.015554944,0
229,42,101,021800,42101021800,218,Census Tract 218,G5020,S,0.388419986,0.334670262,0.038314532
230,42,101,038700,42101038700,387,Census Tract 387,G5020,S,0.800575972,0.717043285,0.181085569
231,42,101,038800,42101038800,388,Census Tract 388,G5020,S,0.538627982,0.434620297,0.129381963
232,42,101,038900,42101038900,389,Census Tract 389,G5020,S,0.494421005,0.312636971,0.087199726
233,42,101,037900,42101037900,379,Census Tract 379,G5020,S,0.544996023,0.06030088,0.000347491
234,42,101,038200,42101038200,382,Census Tract 382,G5020,S,0.711156011,0.100349372,0.008528079
235,42,101,038000,42101038000,380,Census Tract 380,G5020,S,0.34029901,0.039320392,0.000506675
236,42,101,038100,42101038100,381,Census Tract 381,G5020,S,1.917449951,0.246591135,0.631911997
237,42,101,001001,42101001001,10.01,Census Tract 10.01,G5020,S,0.088570803,0.028099667,0.008339782
238,42,101,037300,42101037300,373,Census Tract 373,G5020,S,1.055119991,0.516746191,0.08617759
239,42,101,037200,42101037200,372,Census Tract 372,G5020,S,0.396596998,0.070958795,0.005080193
240,42,101,038400,42101038400,384,Census Tract 384,G5020,S,1.000219941,0.890110548,0.474942316
241,42,101,038600,42101038600,386,Census Tract 386,G5020,S,1.290629983,1.171578737,0.606036061
242,42,101,038500,42101038500,385,Census Tract 385,G5020,S,0.520114005,0.49249515,0.105662087
243,42,101,025500,42101025500,255,Census Tract 255,G5020,S,0.295985013,0.246538749,0.002084941
244,42,101,025600,42101025600,256,Census Tract 256,G5020,S,0.33485201,0.293011056,0.014356464
245,42,101,025700,42101025700,257,Census Tract 257,G5020,S,0.288385004,0.21306187,0.007535437
246,42,101,025800,42101025800,258,Census Tract 258,G5020,S,0.226531997,0.142571742,0
247,42,101,025900,42101025900,259,Census Tract 259,G5020,S,0.212129995,0.016530137,0
248,42,101,017602,42101017602,176.02,Census Tract 176.02,G5020,S,0.154616997,0.031956542,0
249,42,101,017800,42101017800,178,Census Tract 178,G5020,S,0.25583601,0.032884334,0
250,42,101,017900,42101017900,179,Census Tract 179,G5020,S,0.275730014,0.056118011,0
251,42,101,017701,42101017701,177.01,Census Tract 177.01,G5020,S,0.093070902,0.009468724,0
252,42,101,035601,42101035601,356.01,Census Tract 356.01,G5020,S,0.788496017,0.614642606,0.031425784
253,42,101,980400,42101980400,9804,Census Tract 9804,G5020,S,1.145370007,0.167324831,0.01667955
254,42,101,013402,42101013402,134.02,Census Tract 134.02,G5020,S,0.092127301,0.012645308,0
255,42,101,013601,42101013601,136.01,Census Tract 136.01,G5020,S,0.067690797,0.007409991,0.000257435
256,42,101,008801,42101008801,88.01,Census Tract 88.01,G5020,S,0.071302399,0.014956511,0
257,42,101,980500,42101980500,9805,Census Tract 9805,G5020,S,0.160652995,0.095178264,0.014613301
258,42,101,015200,42101015200,152,Census Tract 152,G5020,S,0.258338988,0.119296542,0
259,42,101,018300,42101018300,183,Census Tract 183,G5020,S,0.742842972,0.223587917,0.097504825
260,42,101,018400,42101018400,184,Census Tract 184,G5020,S,0.895451009,0.082356008,0.367587343
261,42,101,019000,42101019000,190,Census Tract 190,G5020,S,0.302974999,0.046951628,0
262,42,101,019100,42101019100,191,Census Tract 191,G5020,S,0.55973798,0.09256822,0.021809363
263,42,101,019200,42101019200,192,Census Tract 192,G5020,S,0.25800699,0.016737078,0
264,42,101,019700,42101019700,197,Census Tract 197,G5020,S,0.173970997,0.022664913,0
265,42,101,019800,42101019800,198,Census Tract 198,G5020,S,0.208615005,0.027063425,0
266,42,101,019900,42101019900,199,Census Tract 199,G5020,S,0.255553991,0.040979468,0
267,42,101,020000,42101020000,200,Census Tract 200,G5020,S,0.122304998,0.022174715,0
268,42,101,020200,42101020200,202,Census Tract 202,G5020,S,0.292205006,0.12552265,0
269,42,101,020300,42101020300,203,Census Tract 203,G5020,S,0.196209997,0.057642872,0
270,42,101,020400,42101020400,204,Census Tract 204,G5020,S,0.157286003,0.047224514,0.000676278
271,42,101,020500,42101020500,205,Census Tract 205,G5020,S,0.551935971,0.180997808,0.000694981
272,42,101,020600,42101020600,206,Census Tract 206,G5020,S,0.522274971,0.331581177,0.051083668
273,42,101,020800,42101020800,208,Census Tract 208,G5020,S,0.345708996,0.29147722,0.095488594
274,42,101,000401,42101000401,4.01,Census Tract 4.01,G5020,S,0.089854501,0.007079874,0
275,42,101,034501,42101034501,345.01,Census Tract 345.01,G5020,S,0.172767997,0.105254981,0.007028585
276,42,101,000901,42101000901,9.01,Census Tract 9.01,G5020,S,0.040738702,0.000295202,0
277,42,101,017702,42101017702,177.02,Census Tract 177.02,G5020,S,0.188901007,0.01924996,0
278,42,101,005600,42101005600,56,Census Tract 56,G5020,S,0.324485004,0.199982243,0.037679123
279,42,101,000500,42101000500,5,Census Tract 5,G5020,S,0.165546,0.002280243,0
280,42,101,034803,42101034803,348.03,Census Tract 348.03,G5020,S,0.494037002,0.191378989,0.004517375
281,42,101,006000,42101006000,60,Census Tract 60,G5020,S,0.413666993,0.104651506,0.006949811
282,42,101,006100,42101006100,61,Census Tract 61,G5020,S,0.206652999,0.070313985,0.000694982
283,42,101,006300,42101006300,63,Census Tract 63,G5020,S,0.214515999,0.071748311,0
284,42,101,006400,42101006400,64,Census Tract 64,G5020,S,0.254227996,0.115828185,0.014248049
285,42,101,026800,42101026800,268,Census Tract 268,G5020,S,0.298943996,0.170732789,0
286,42,101,014400,42101014400,144,Census Tract 144,G5020,S,0.235305995,0.019985946,0
287,42,101,036600,42101036600,366,Census Tract 366,G5020,S,1.041990042,0.086375051,0.525484461
288,42,101,020900,42101020900,209,Census Tract 209,G5020,S,0.215133995,0.087585664,0.017355566
289,42,101,021000,42101021000,210,Census Tract 210,G5020,S,0.352872014,0.086278966,0.021683505
290,42,101,021100,42101021100,211,Census Tract 211,G5020,S,0.213906005,0.111707589,0.002537888
291,42,101,021200,42101021200,212,Census Tract 212,G5020,S,0.199113995,0.086013217,0.015862883
292,42,101,021400,42101021400,214,Census Tract 214,G5020,S,0.255587012,0.071447246,0.016334695
